,X,Y,Part,Photo_id,Human_id
4,476,370,LM,16,210
5,452,292,REar,16,210
6,564,319,LEar,16,210
0,440,313,Nose,17,210
1,391,262,REye,17,210
2,481,261,LEye,17,210
3,395,366,RM,17,210
4,476,366,LM,17,210
5,327,310,REar,17,210
6,536,312,LEar,17,210
0,437,308,Nose,18,210
1,384,260,REye,18,210
2,468,262,LEye,18,210
3,390,365,RM,18,210
4,462,365,LM,18,210
5,287,311,REar,18,210
6,412,285,LEar,18,210
0,445,308,Nose,19,210
1,381,261,REye,19,210
2,462,259,LEye,19,210
3,390,372,RM,19,210
4,462,362,LM,19,210
5,259,316,REar,19,210
6,406,290,LEar,19,210
0,430,309,Nose,20,210
1,414,266,REye,20,210
2,487,266,LEye,20,210
3,418,378,RM,20,210
4,474,381,LM,20,210
5,471,301,REar,20,210
6,593,313,LEar,20,210
0,434,321,Nose,21,210
1,397,267,REye,21,210
2,482,265,LEye,21,210
3,407,377,RM,21,210
4,469,378,LM,21,210
5,452,292,REar,21,210
6,558,313,LEar,21,210
0,437,317,Nose,22,210
1,388,265,REye,22,210
2,477,265,LEye,22,210
3,407,380,RM,22,210
4,469,377,LM,22,210
5,327,310,REar,22,210
6,534,296,LEar,22,210
0,436,312,Nose,23,210
1,378,262,REye,23,210
2,464,265,LEye,23,210
3,394,375,RM,23,210
4,460,375,LM,23,210
5,287,311,REar,23,210
6,412,285,LEar,23,210
0,439,315,Nose,24,210
1,378,263,REye,24,210
2,453,263,LEye,24,210
3,401,381,RM,24,210
4,453,377,LM,24,210
5,259,316,REar,24,210
6,406,290,LEar,24,210
0,430,309,Nose,25,210
1,415,262,REye,25,210
2,491,260,LEye,25,210
3,417,366,RM,25,210
4,488,369,LM,25,210
5,468,290,REar,25,210
6,595,316,LEar,25,210
0,429,313,Nose,26,210
1,400,266,REye,26,210
2,482,265,LEye,26,210
3,400,366,RM,26,210
4,476,370,LM,26,210
5,452,292,REar,26,210
6,564,319,LEar,26,210
0,436,309,Nose,27,210
1,391,262,REye,27,210
2,481,261,LEye,27,210
3,395,366,RM,27,210
4,476,366,LM,27,210
5,327,310,REar,27,210
6,536,312,LEar,27,210
0,437,308,Nose,28,210
1,384,260,REye,28,210
2,468,262,LEye,28,210
3,390,365,RM,28,210
4,462,365,LM,28,210
5,287,311,REar,28,210
6,412,285,LEar,28,210
0,445,308,Nose,29,210
1,381,261,REye,29,210
2,462,259,LEye,29,210
3,390,372,RM,29,210
4,462,362,LM,29,210
5,259,316,REar,29,210
6,406,290,LEar,29,210
0,430,309,Nose,30,210
1,398,268,REye,30,210
2,475,262,LEye,30,210
3,413,385,RM,30,210
4,474,381,LM,30,210
5,471,301,REar,30,210
6,593,313,LEar,30,210
0,417,313,Nose,31,210
1,384,270,REye,31,210
2,469,262,LEye,31,210
3,400,384,RM,31,210
4,465,381,LM,31,210
5,452,292,REar,31,210
6,558,313,LEar,31,210
0,417,312,Nose,32,210
1,370,266,REye,32,210
2,462,258,LEye,32,210
3,395,382,RM,32,210
4,458,376,LM,32,210
5,314,322,REar,32,210
6,530,305,LEar,32,210
0,422,318,Nose,33,210
1,364,269,REye,33,210
2,455,260,LEye,33,210
3,385,387,RM,33,210
4,453,381,LM,33,210
5,277,319,REar,33,210
6,397,289,LEar,33,210
0,425,315,Nose,34,210
1,363,267,REye,34,210
2,447,261,LEye,34,210
3,393,390,RM,34,210
4,452,379,LM,34,210
5,242,323,REar,34,210
6,402,286,LEar,34,210
0,422,319,Nose,35,210
1,398,274,REye,35,210
2,477,266,LEye,35,210
3,410,378,RM,35,210
4,485,376,LM,35,210
5,468,290,REar,35,210
6,595,316,LEar,35,210
0,425,319,Nose,36,210
1,387,272,REye,36,210
2,471,267,LEye,36,210
3,394,377,RM,36,210
4,475,371,LM,36,210
5,452,292,REar,36,210
6,557,318,LEar,36,210
0,420,316,Nose,37,210
1,372,269,REye,37,210
2,461,264,LEye,37,210
3,384,374,RM,37,210
4,463,370,LM,37,210
5,310,320,REar,37,210
6,524,312,LEar,37,210
0,437,308,Nose,38,210
1,384,260,REye,38,210
2,468,262,LEye,38,210
3,390,365,RM,38,210
4,462,365,LM,38,210
5,287,311,REar,38,210
6,412,285,LEar,38,210
0,428,323,Nose,39,210
1,363,271,REye,39,210
2,443,266,LEye,39,210
3,370,382,RM,39,210
4,443,374,LM,39,210
5,242,326,REar,39,210
6,406,290,LEar,39,210
0,426,300,Nose,0,211
1,412,254,REye,0,211
2,480,256,LEye,0,211
3,412,350,RM,0,211
4,462,357,LM,0,211
5,433,308,REar,0,211
6,584,308,LEar,0,211
0,429,302,Nose,1,211
1,404,254,REye,1,211
2,480,256,LEye,1,211
3,408,350,RM,1,211
4,464,358,LM,1,211
5,389,296,REar,1,211
6,556,304,LEar,1,211
0,436,302,Nose,2,211
1,397,254,REye,2,211
2,476,255,LEye,2,211
3,403,352,RM,2,211
4,462,356,LM,2,211
5,342,294,REar,2,211
6,526,304,LEar,2,211
0,437,302,Nose,3,211
1,393,253,REye,3,211
2,468,254,LEye,3,211
3,399,352,RM,3,211
4,459,353,LM,3,211
5,309,292,REar,3,211
6,481,294,LEar,3,211
0,441,299,Nose,4,211
1,393,254,REye,4,211
2,458,257,LEye,4,211
3,401,352,RM,4,211
4,451,352,LM,4,211
5,282,295,REar,4,211
6,448,294,LEar,4,211
0,428,307,Nose,5,211
1,413,261,REye,5,211
2,482,261,LEye,5,211
3,416,353,RM,5,211
4,470,359,LM,5,211
5,437,302,REar,5,211
6,584,308,LEar,5,211
0,433,306,Nose,6,211
1,404,261,REye,6,211
2,480,262,LEye,6,211
3,406,354,RM,6,211
4,471,358,LM,6,211
5,385,300,REar,6,211
6,556,304,LEar,6,211
0,438,308,Nose,7,211
1,397,261,REye,7,211
2,478,261,LEye,7,211
3,403,354,RM,7,211
4,470,358,LM,7,211
5,342,294,REar,7,211
6,526,304,LEar,7,211
0,440,307,Nose,8,211
1,393,261,REye,8,211
2,469,259,LEye,8,211
3,397,355,RM,8,211
4,462,356,LM,8,211
5,310,296,REar,8,211
6,481,296,LEar,8,211
0,443,307,Nose,9,211
1,393,261,REye,9,211
2,459,261,LEye,9,211
3,397,356,RM,9,211
4,455,354,LM,9,211
5,282,295,REar,9,211
6,448,294,LEar,9,211
0,426,300,Nose,10,211
1,412,254,REye,10,211
2,480,256,LEye,10,211
3,412,350,RM,10,211
4,462,357,LM,10,211
5,433,308,REar,10,211
6,584,308,LEar,10,211
0,429,302,Nose,11,211
1,404,254,REye,11,211
2,480,256,LEye,11,211
3,408,350,RM,11,211
4,464,358,LM,11,211
5,389,296,REar,11,211
6,556,304,LEar,11,211
0,436,302,Nose,12,211
1,397,254,REye,12,211
2,476,255,LEye,12,211
3,403,352,RM,12,211
4,462,356,LM,12,211
5,342,294,REar,12,211
6,526,304,LEar,12,211
0,437,302,Nose,13,211
1,393,253,REye,13,211
2,468,254,LEye,13,211
3,399,352,RM,13,211
4,459,353,LM,13,211
5,309,292,REar,13,211
6,481,294,LEar,13,211
0,441,299,Nose,14,211
1,393,254,REye,14,211
2,458,257,LEye,14,211
3,401,352,RM,14,211
4,451,352,LM,14,211
5,282,295,REar,14,211
6,448,294,LEar,14,211
0,428,307,Nose,15,211
1,413,261,REye,15,211
2,482,261,LEye,15,211
3,416,353,RM,15,211
4,470,359,LM,15,211
5,437,302,REar,15,211
6,584,308,LEar,15,211
0,433,306,Nose,16,211
1,404,261,REye,16,211
2,480,262,LEye,16,211
3,406,354,RM,16,211
4,471,358,LM,16,211
5,385,300,REar,16,211
6,556,304,LEar,16,211
0,438,308,Nose,17,211
1,397,261,REye,17,211
2,478,261,LEye,17,211
3,403,354,RM,17,211
4,470,358,LM,17,211
5,342,294,REar,17,211
6,526,304,LEar,17,211
0,440,307,Nose,18,211
1,393,261,REye,18,211
2,469,259,LEye,18,211
3,397,355,RM,18,211
4,462,356,LM,18,211
5,310,296,REar,18,211
6,481,296,LEar,18,211
0,443,307,Nose,19,211
1,393,261,REye,19,211
2,459,261,LEye,19,211
3,397,356,RM,19,211
4,455,354,LM,19,211
5,282,295,REar,19,211
6,448,294,LEar,19,211
0,426,300,Nose,20,211
1,412,254,REye,20,211
2,480,256,LEye,20,211
3,412,350,RM,20,211
4,462,357,LM,20,211
5,433,308,REar,20,211
6,584,308,LEar,20,211
0,429,302,Nose,21,211
1,404,254,REye,21,211
2,480,256,LEye,21,211
3,408,350,RM,21,211
4,464,358,LM,21,211
5,389,296,REar,21,211
6,556,304,LEar,21,211
0,436,302,Nose,22,211
1,397,254,REye,22,211
2,476,255,LEye,22,211
3,403,352,RM,22,211
4,462,356,LM,22,211
5,342,294,REar,22,211
6,526,304,LEar,22,211
0,437,302,Nose,23,211
1,393,253,REye,23,211
2,468,254,LEye,23,211
3,399,352,RM,23,211
4,459,353,LM,23,211
5,309,292,REar,23,211
6,481,294,LEar,23,211
0,441,299,Nose,24,211
1,393,254,REye,24,211
2,458,257,LEye,24,211
3,401,352,RM,24,211
4,451,352,LM,24,211
5,282,295,REar,24,211
6,448,294,LEar,24,211
0,428,307,Nose,25,211
1,413,261,REye,25,211
2,482,261,LEye,25,211
3,416,353,RM,25,211
4,470,359,LM,25,211
5,437,302,REar,25,211
6,584,308,LEar,25,211
0,433,306,Nose,26,211
1,404,261,REye,26,211
2,480,262,LEye,26,211
3,406,354,RM,26,211
4,471,358,LM,26,211
5,385,300,REar,26,211
6,556,304,LEar,26,211
0,438,308,Nose,27,211
1,400,261,REye,27,211
2,479,262,LEye,27,211
3,403,354,RM,27,211
4,470,358,LM,27,211
5,342,294,REar,27,211
6,526,304,LEar,27,211
0,440,307,Nose,28,211
1,395,261,REye,28,211
2,470,261,LEye,28,211
3,397,355,RM,28,211
4,462,356,LM,28,211
5,310,296,REar,28,211
6,481,296,LEar,28,211
0,443,307,Nose,29,211
1,394,263,REye,29,211
2,462,262,LEye,29,211
3,397,356,RM,29,211
4,455,354,LM,29,211
5,282,295,REar,29,211
6,448,294,LEar,29,211
0,426,300,Nose,30,211
1,412,254,REye,30,211
2,480,256,LEye,30,211
3,412,350,RM,30,211
4,462,357,LM,30,211
5,433,308,REar,30,211
6,584,308,LEar,30,211
0,429,302,Nose,31,211
1,404,254,REye,31,211
2,480,256,LEye,31,211
3,408,350,RM,31,211
4,464,358,LM,31,211
5,389,296,REar,31,211
6,556,304,LEar,31,211
0,436,302,Nose,32,211
1,397,254,REye,32,211
2,476,255,LEye,32,211
3,403,352,RM,32,211
4,462,356,LM,32,211
5,342,294,REar,32,211
6,526,304,LEar,32,211
0,437,302,Nose,33,211
1,393,253,REye,33,211
2,468,254,LEye,33,211
3,399,352,RM,33,211
4,459,353,LM,33,211
5,309,292,REar,33,211
6,481,294,LEar,33,211
0,441,299,Nose,34,211
1,393,254,REye,34,211
2,458,257,LEye,34,211
3,401,352,RM,34,211
4,451,352,LM,34,211
5,282,295,REar,34,211
6,448,294,LEar,34,211
0,428,307,Nose,35,211
1,413,261,REye,35,211
2,482,261,LEye,35,211
3,416,353,RM,35,211
4,470,359,LM,35,211
5,437,302,REar,35,211
6,584,308,LEar,35,211
0,433,306,Nose,36,211
1,404,261,REye,36,211
2,480,262,LEye,36,211
3,406,354,RM,36,211
4,471,358,LM,36,211
5,385,300,REar,36,211
6,556,304,LEar,36,211
0,438,308,Nose,37,211
1,400,261,REye,37,211
2,479,262,LEye,37,211
3,403,354,RM,37,211
4,470,358,LM,37,211
5,342,294,REar,37,211
6,526,304,LEar,37,211
0,440,307,Nose,38,211
1,395,261,REye,38,211
2,470,261,LEye,38,211
3,397,355,RM,38,211
4,462,356,LM,38,211
5,310,296,REar,38,211
6,481,296,LEar,38,211
0,443,307,Nose,39,211
1,394,263,REye,39,211
2,462,262,LEye,39,211
3,397,356,RM,39,211
4,455,354,LM,39,211
5,282,295,REar,39,211
6,448,294,LEar,39,211
0,429,298,Nose,0,212
1,407,252,REye,0,212
2,487,252,LEye,0,212
3,413,354,RM,0,212
4,468,356,LM,0,212
5,417,287,REar,0,212
6,592,293,LEar,0,212
0,431,297,Nose,1,212
1,398,252,REye,1,212
2,481,250,LEye,1,212
3,406,354,RM,1,212
4,470,356,LM,1,212
5,378,289,REar,1,212
6,562,290,LEar,1,212
0,436,299,Nose,2,212
1,389,252,REye,2,212
2,475,251,LEye,2,212
3,403,354,RM,2,212
4,468,353,LM,2,212
5,327,286,REar,2,212
6,528,291,LEar,2,212
0,437,298,Nose,3,212
1,384,252,REye,3,212
2,465,251,LEye,3,212
3,401,355,RM,3,212
4,462,354,LM,3,212
5,293,285,REar,3,212
6,478,283,LEar,3,212
0,443,299,Nose,4,212
1,385,252,REye,4,212
2,454,252,LEye,4,212
3,403,353,RM,4,212
4,453,350,LM,4,212
5,270,288,REar,4,212
6,453,284,LEar,4,212
0,428,298,Nose,5,212
1,406,256,REye,5,212
2,481,254,LEye,5,212
3,412,346,RM,5,212
4,472,351,LM,5,212
5,417,287,REar,5,212
6,588,295,LEar,5,212
0,431,297,Nose,6,212
1,394,255,REye,6,212
2,478,253,LEye,6,212
3,403,348,RM,6,212
4,469,350,LM,6,212
5,378,289,REar,6,212
6,561,291,LEar,6,212
0,433,299,Nose,7,212
1,388,254,REye,7,212
2,472,254,LEye,7,212
3,395,351,RM,7,212
4,468,353,LM,7,212
5,327,286,REar,7,212
6,528,291,LEar,7,212
0,437,298,Nose,8,212
1,380,254,REye,8,212
2,462,253,LEye,8,212
3,393,350,RM,8,212
4,461,348,LM,8,212
5,293,285,REar,8,212
6,478,283,LEar,8,212
0,437,301,Nose,9,212
1,380,255,REye,9,212
2,452,254,LEye,9,212
3,390,351,RM,9,212
4,449,349,LM,9,212
5,270,288,REar,9,212
6,453,284,LEar,9,212
0,429,298,Nose,10,212
1,407,252,REye,10,212
2,487,252,LEye,10,212
3,413,354,RM,10,212
4,468,356,LM,10,212
5,417,287,REar,10,212
6,592,293,LEar,10,212
0,431,297,Nose,11,212
1,398,252,REye,11,212
2,481,250,LEye,11,212
3,406,354,RM,11,212
4,470,356,LM,11,212
5,378,289,REar,11,212
6,562,290,LEar,11,212
0,436,299,Nose,12,212
1,389,252,REye,12,212
2,475,251,LEye,12,212
3,403,354,RM,12,212
4,468,353,LM,12,212
5,327,286,REar,12,212
6,528,291,LEar,12,212
0,437,298,Nose,13,212
1,384,252,REye,13,212
2,465,251,LEye,13,212
3,401,355,RM,13,212
4,462,354,LM,13,212
5,293,285,REar,13,212
6,478,283,LEar,13,212
0,443,299,Nose,14,212
1,385,252,REye,14,212
2,454,252,LEye,14,212
3,403,353,RM,14,212
4,453,350,LM,14,212
5,270,288,REar,14,212
6,453,284,LEar,14,212
0,428,298,Nose,15,212
1,406,256,REye,15,212
2,481,254,LEye,15,212
3,412,346,RM,15,212
4,472,351,LM,15,212
5,417,287,REar,15,212
6,588,295,LEar,15,212
0,431,297,Nose,16,212
1,394,255,REye,16,212
2,478,253,LEye,16,212
3,403,348,RM,16,212
4,469,350,LM,16,212
5,378,289,REar,16,212
6,561,291,LEar,16,212
0,433,299,Nose,17,212
1,388,254,REye,17,212
2,472,254,LEye,17,212
3,395,351,RM,17,212
4,468,353,LM,17,212
5,327,286,REar,17,212
6,528,291,LEar,17,212
0,437,298,Nose,18,212
1,380,254,REye,18,212
2,462,253,LEye,18,212
3,393,350,RM,18,212
4,461,348,LM,18,212
5,293,285,REar,18,212
6,478,283,LEar,18,212
0,437,301,Nose,19,212
1,380,255,REye,19,212
2,452,254,LEye,19,212
3,390,351,RM,19,212
4,449,349,LM,19,212
5,270,288,REar,19,212
6,453,284,LEar,19,212
0,429,298,Nose,20,212
1,407,252,REye,20,212
2,487,252,LEye,20,212
3,413,354,RM,20,212
4,468,356,LM,20,212
5,417,287,REar,20,212
6,592,293,LEar,20,212
0,431,297,Nose,21,212
1,398,252,REye,21,212
2,481,250,LEye,21,212
3,406,354,RM,21,212
4,470,356,LM,21,212
5,378,289,REar,21,212
6,562,290,LEar,21,212
0,436,299,Nose,22,212
1,389,252,REye,22,212
2,475,251,LEye,22,212
3,403,354,RM,22,212
4,468,353,LM,22,212
5,327,286,REar,22,212
6,528,291,LEar,22,212
0,437,298,Nose,23,212
1,384,252,REye,23,212
2,465,251,LEye,23,212
3,401,355,RM,23,212
4,462,354,LM,23,212
5,293,285,REar,23,212
6,478,283,LEar,23,212
0,443,299,Nose,24,212
1,385,252,REye,24,212
2,454,252,LEye,24,212
3,403,353,RM,24,212
4,453,350,LM,24,212
5,270,288,REar,24,212
6,453,284,LEar,24,212
0,428,298,Nose,25,212
1,406,256,REye,25,212
2,481,254,LEye,25,212
3,412,346,RM,25,212
4,472,351,LM,25,212
5,417,287,REar,25,212
6,588,295,LEar,25,212
0,431,297,Nose,26,212
1,394,255,REye,26,212
2,478,253,LEye,26,212
3,403,348,RM,26,212
4,469,350,LM,26,212
5,378,289,REar,26,212
6,561,291,LEar,26,212
0,433,299,Nose,27,212
1,388,254,REye,27,212
2,472,254,LEye,27,212
3,395,351,RM,27,212
4,468,353,LM,27,212
5,327,286,REar,27,212
6,528,291,LEar,27,212
0,437,298,Nose,28,212
1,380,254,REye,28,212
2,462,253,LEye,28,212
3,393,350,RM,28,212
4,461,348,LM,28,212
5,293,285,REar,28,212
6,478,283,LEar,28,212
0,437,301,Nose,29,212
1,380,255,REye,29,212
2,452,254,LEye,29,212
3,390,351,RM,29,212
4,449,349,LM,29,212
5,270,288,REar,29,212
6,453,284,LEar,29,212
0,429,298,Nose,30,212
1,407,252,REye,30,212
2,487,252,LEye,30,212
3,413,354,RM,30,212
4,468,356,LM,30,212
5,417,287,REar,30,212
6,592,293,LEar,30,212
0,431,297,Nose,31,212
1,398,252,REye,31,212
2,481,250,LEye,31,212
3,406,354,RM,31,212
4,470,356,LM,31,212
5,378,289,REar,31,212
6,562,290,LEar,31,212
0,436,299,Nose,32,212
1,389,252,REye,32,212
2,475,251,LEye,32,212
3,403,354,RM,32,212
4,468,353,LM,32,212
5,327,286,REar,32,212
6,528,291,LEar,32,212
0,437,298,Nose,33,212
1,384,252,REye,33,212
2,465,251,LEye,33,212
3,401,355,RM,33,212
4,462,354,LM,33,212
5,293,285,REar,33,212
6,478,283,LEar,33,212
0,443,299,Nose,34,212
1,385,252,REye,34,212
2,454,252,LEye,34,212
3,403,353,RM,34,212
4,453,350,LM,34,212
5,270,288,REar,34,212
6,453,284,LEar,34,212
0,428,298,Nose,35,212
1,406,256,REye,35,212
2,481,254,LEye,35,212
3,412,346,RM,35,212
4,472,351,LM,35,212
5,417,287,REar,35,212
6,588,295,LEar,35,212
0,431,297,Nose,36,212
1,394,255,REye,36,212
2,478,253,LEye,36,212
3,403,348,RM,36,212
4,469,350,LM,36,212
5,378,289,REar,36,212
6,561,291,LEar,36,212
0,433,299,Nose,37,212
1,388,254,REye,37,212
2,472,254,LEye,37,212
3,395,351,RM,37,212
4,468,353,LM,37,212
5,327,286,REar,37,212
6,528,291,LEar,37,212
0,437,298,Nose,38,212
1,380,254,REye,38,212
2,462,253,LEye,38,212
3,393,350,RM,38,212
4,461,348,LM,38,212
5,293,285,REar,38,212
6,478,283,LEar,38,212
0,437,301,Nose,39,212
1,380,255,REye,39,212
2,452,254,LEye,39,212
3,390,351,RM,39,212
4,449,349,LM,39,212
5,270,288,REar,39,212
6,453,284,LEar,39,212
0,426,311,Nose,0,213
1,404,271,REye,0,213
2,492,262,LEye,0,213
3,415,370,RM,0,213
4,486,367,LM,0,213
5,427,302,REar,0,213
6,608,316,LEar,0,213
0,427,308,Nose,1,213
1,389,270,REye,1,213
2,485,263,LEye,1,213
3,400,370,RM,1,213
4,477,366,LM,1,213
5,354,312,REar,1,213
6,573,316,LEar,1,213
0,431,311,Nose,2,213
1,378,269,REye,2,213
2,478,263,LEye,2,213
3,388,373,RM,2,213
4,474,368,LM,2,213
5,314,330,REar,2,213
6,537,316,LEar,2,213
0,433,307,Nose,3,213
1,371,270,REye,3,213
2,467,265,LEye,3,213
3,384,372,RM,3,213
4,461,365,LM,3,213
5,279,330,REar,3,213
6,482,310,LEar,3,213
0,435,311,Nose,4,213
1,365,270,REye,4,213
2,452,265,LEye,4,213
3,380,375,RM,4,213
4,452,365,LM,4,213
5,244,336,REar,4,213
6,431,303,LEar,4,213
0,425,312,Nose,5,213
1,403,274,REye,5,213
2,490,265,LEye,5,213
3,411,367,RM,5,213
4,494,363,LM,5,213
5,427,303,REar,5,213
6,612,317,LEar,5,213
0,427,310,Nose,6,213
1,389,272,REye,6,213
2,485,266,LEye,6,213
3,394,368,RM,6,213
4,487,361,LM,6,213
5,392,316,REar,6,213
6,573,317,LEar,6,213
0,433,315,Nose,7,213
1,379,272,REye,7,213
2,479,265,LEye,7,213
3,384,369,RM,7,213
4,480,363,LM,7,213
5,316,330,REar,7,213
6,541,322,LEar,7,213
0,435,312,Nose,8,213
1,373,272,REye,8,213
2,469,267,LEye,8,213
3,378,369,RM,8,213
4,469,363,LM,8,213
5,282,332,REar,8,213
6,474,309,LEar,8,213
0,436,314,Nose,9,213
1,369,273,REye,9,213
2,455,267,LEye,9,213
3,373,374,RM,9,213
4,456,362,LM,9,213
5,249,337,REar,9,213
6,431,304,LEar,9,213
0,426,311,Nose,10,213
1,404,271,REye,10,213
2,492,262,LEye,10,213
3,415,369,RM,10,213
4,486,367,LM,10,213
5,426,303,REar,10,213
6,608,316,LEar,10,213
0,427,308,Nose,11,213
1,390,269,REye,11,213
2,486,262,LEye,11,213
3,400,370,RM,11,213
4,477,366,LM,11,213
5,354,312,REar,11,213
6,573,316,LEar,11,213
0,431,309,Nose,12,213
1,378,269,REye,12,213
2,478,263,LEye,12,213
3,388,373,RM,12,213
4,474,368,LM,12,213
5,314,330,REar,12,213
6,537,316,LEar,12,213
0,433,307,Nose,13,213
1,372,268,REye,13,213
2,467,263,LEye,13,213
3,384,372,RM,13,213
4,461,365,LM,13,213
5,279,330,REar,13,213
6,482,310,LEar,13,213
0,435,311,Nose,14,213
1,366,269,REye,14,213
2,452,263,LEye,14,213
3,380,375,RM,14,213
4,452,365,LM,14,213
5,244,336,REar,14,213
6,431,303,LEar,14,213
0,424,312,Nose,15,213
1,401,275,REye,15,213
2,488,265,LEye,15,213
3,411,367,RM,15,213
4,494,363,LM,15,213
5,424,303,REar,15,213
6,611,318,LEar,15,213
0,426,311,Nose,16,213
1,386,274,REye,16,213
2,483,266,LEye,16,213
3,394,368,RM,16,213
4,484,366,LM,16,213
5,362,321,REar,16,213
6,573,317,LEar,16,213
0,431,314,Nose,17,213
1,377,273,REye,17,213
2,478,267,LEye,17,213
3,384,372,RM,17,213
4,480,365,LM,17,213
5,316,330,REar,17,213
6,541,322,LEar,17,213
0,433,312,Nose,18,213
1,373,272,REye,18,213
2,469,267,LEye,18,213
3,378,372,RM,18,213
4,469,363,LM,18,213
5,282,332,REar,18,213
6,474,309,LEar,18,213
0,436,314,Nose,19,213
1,369,273,REye,19,213
2,455,267,LEye,19,213
3,373,374,RM,19,213
4,456,362,LM,19,213
5,249,337,REar,19,213
6,431,304,LEar,19,213
0,426,311,Nose,20,213
1,404,271,REye,20,213
2,492,262,LEye,20,213
3,415,370,RM,20,213
4,486,367,LM,20,213
5,428,299,REar,20,213
6,608,316,LEar,20,213
0,430,308,Nose,21,213
1,391,269,REye,21,213
2,486,263,LEye,21,213
3,400,370,RM,21,213
4,479,367,LM,21,213
5,354,312,REar,21,213
6,573,316,LEar,21,213
0,431,311,Nose,22,213
1,380,268,REye,22,213
2,480,263,LEye,22,213
3,388,373,RM,22,213
4,474,368,LM,22,213
5,314,330,REar,22,213
6,537,316,LEar,22,213
0,433,307,Nose,23,213
1,372,269,REye,23,213
2,467,265,LEye,23,213
3,384,372,RM,23,213
4,464,365,LM,23,213
5,279,330,REar,23,213
6,482,310,LEar,23,213
0,435,311,Nose,24,213
1,367,268,REye,24,213
2,453,263,LEye,24,213
3,380,375,RM,24,213
4,452,365,LM,24,213
5,244,336,REar,24,213
6,431,303,LEar,24,213
0,425,312,Nose,25,213
1,400,275,REye,25,213
2,489,266,LEye,25,213
3,411,367,RM,25,213
4,494,363,LM,25,213
5,427,303,REar,25,213
6,611,319,LEar,25,213
0,427,310,Nose,26,213
1,386,274,REye,26,213
2,484,266,LEye,26,213
3,394,368,RM,26,213
4,487,361,LM,26,213
5,392,316,REar,26,213
6,573,317,LEar,26,213
0,430,314,Nose,27,213
1,377,273,REye,27,213
2,478,267,LEye,27,213
3,384,369,RM,27,213
4,480,363,LM,27,213
5,316,330,REar,27,213
6,541,322,LEar,27,213
0,432,312,Nose,28,213
1,372,273,REye,28,213
2,469,267,LEye,28,213
3,378,369,RM,28,213
4,469,363,LM,28,213
5,282,332,REar,28,213
6,474,309,LEar,28,213
0,436,314,Nose,29,213
1,369,273,REye,29,213
2,455,267,LEye,29,213
3,373,374,RM,29,213
4,456,362,LM,29,213
5,249,337,REar,29,213
6,431,304,LEar,29,213
0,431,310,Nose,30,213
1,404,271,REye,30,213
2,492,262,LEye,30,213
3,415,370,RM,30,213
4,486,367,LM,30,213
5,429,302,REar,30,213
6,608,316,LEar,30,213
0,433,309,Nose,31,213
1,390,269,REye,31,213
2,487,262,LEye,31,213
3,400,370,RM,31,213
4,477,366,LM,31,213
5,372,316,REar,31,213
6,573,316,LEar,31,213
0,431,311,Nose,32,213
1,381,268,REye,32,213
2,480,263,LEye,32,213
3,388,373,RM,32,213
4,474,368,LM,32,213
5,314,330,REar,32,213
6,537,316,LEar,32,213
0,433,307,Nose,33,213
1,373,269,REye,33,213
2,467,265,LEye,33,213
3,384,372,RM,33,213
4,465,366,LM,33,213
5,281,333,REar,33,213
6,482,310,LEar,33,213
0,435,311,Nose,34,213
1,369,269,REye,34,213
2,455,263,LEye,34,213
3,380,375,RM,34,213
4,452,365,LM,34,213
5,246,336,REar,34,213
6,435,300,LEar,34,213
0,425,312,Nose,35,213
1,401,274,REye,35,213
2,487,265,LEye,35,213
3,411,367,RM,35,213
4,492,366,LM,35,213
5,427,303,REar,35,213
6,609,319,LEar,35,213
0,427,310,Nose,36,213
1,388,273,REye,36,213
2,483,266,LEye,36,213
3,394,368,RM,36,213
4,487,361,LM,36,213
5,392,316,REar,36,213
6,573,317,LEar,36,213
0,429,317,Nose,37,213
1,379,272,REye,37,213
2,479,266,LEye,37,213
3,384,369,RM,37,213
4,480,363,LM,37,213
5,316,330,REar,37,213
6,541,322,LEar,37,213
0,435,312,Nose,38,213
1,372,273,REye,38,213
2,469,267,LEye,38,213
3,378,375,RM,38,213
4,469,363,LM,38,213
5,282,332,REar,38,213
6,474,309,LEar,38,213
0,436,314,Nose,39,213
1,369,273,REye,39,213
2,455,267,LEye,39,213
3,373,378,RM,39,213
4,456,362,LM,39,213
5,249,337,REar,39,213
6,431,304,LEar,39,213
0,434,306,Nose,0,214
1,416,259,REye,0,214
2,489,254,LEye,0,214
3,427,347,RM,0,214
4,490,348,LM,0,214
5,432,282,REar,0,214
6,599,282,LEar,0,214
0,435,303,Nose,1,214
1,404,257,REye,1,214
2,485,255,LEye,1,214
3,412,348,RM,1,214
4,483,348,LM,1,214
5,384,280,REar,1,214
6,567,280,LEar,1,214
0,438,307,Nose,2,214
1,395,257,REye,2,214
2,480,255,LEye,2,214
3,401,348,RM,2,214
4,475,347,LM,2,214
5,340,278,REar,2,214
6,535,279,LEar,2,214
0,437,307,Nose,3,214
1,388,257,REye,3,214
2,469,255,LEye,3,214
3,390,348,RM,3,214
4,463,346,LM,3,214
5,305,284,REar,3,214
6,460,287,LEar,3,214
0,438,304,Nose,4,214
1,381,258,REye,4,214
2,457,255,LEye,4,214
3,381,352,RM,4,214
4,449,348,LM,4,214
5,271,286,REar,4,214
6,438,287,LEar,4,214
0,429,310,Nose,5,214
1,412,260,REye,5,214
